what,kind,bundleId,bundleVersion,description,time
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1357645799530
closed,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1357645799530
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1357645804105
opened,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1357645804867
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1357645804904
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1357645807658
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1357645810554
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1357645811510
closed,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1357645811510
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357645829577
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1357645833330
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1357645882085
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357645943945
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357645949572
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357646027828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357646046458
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357646160445
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357646859713
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357646878707
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357647178901
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357647181212
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357647315559
